,movie_id,budget,original_language,popularity,release_date,runtime,runtime_cat,revenue,sw_lang_en,sw_web_presence,sw_has_poster,sw_tagline,keyword_cnt,release_year,release_month,high_release_month,release_day,seasonality,sw_collection,producers_cnt,countries_cnt,lang_US,lang_FR,lang_RU,lang_ES,lang_JA,keywords_cnt,actor0_movies_cnt,actor0_movies_5y_cnt,actor1_movies_cnt,actor1_movies_5y_cnt,actor2_movies_cnt,actor2_movies_5y_cnt,sw_female_actor0,sw_female_actor1,sw_female_actor2,sw_male_actor0,sw_male_actor1,sw_male_actor2,actor0_prev_revenue,actor1_prev_revenue,actor2_prev_revenue,director_movies_cnt,director_movies_5y_cnt,genre_adventure,genre_fantasy,genre_animation,genre_drama,genre_horror,genre_action,genre_comedy,genre_history,genre_western,genre_thriller,genre_crime,genre_documentary,genre_science_fiction,genre_mystery,genre_music,genre_romance,genre_family,genre_war,genre_foreign,depart_Art,depart_Camera,depart_Crew,depart_Custom_Mkup,depart_Directing,depart_Editing,depart_Lighting,depart_Production,depart_Sound,depart_Visual_Effects,depart_Writing,depart_Art_female,depart_Camera_female,depart_Crew_female,depart_Custom_Mkup_female,depart_Directing_female,depart_Editing_female,depart_Lighting_female,depart_Production_female,depart_Sound_female,depart_Visual_Effects_female,depart_Writing_female
6312,6332,45202,en,4.9555419999999994,2011-01-27,95.0,Medium,,1,1,1,1,7,2011.0,1.0,0,27.0,-50746591.0,0,3.0,2,1,0,0,0,0,7,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,,,,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6313,6333,8000000,en,6.60913,2014-10-09,112.0,Medium,,1,0,1,1,12,2014.0,10.0,1,9.0,-28659422.0,0,4.0,1,1,0,0,0,0,12,5,2,17,5,21,8,0.0,1.0,0.0,1.0,0.0,1.0,63215872.0,920100000.0,662845518.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,10.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6314,6334,0,en,0.867872,2009-07-09,130.0,Large,,1,1,1,0,4,2009.0,7.0,0,9.0,40981593.0,0,,1,0,0,0,0,0,4,1,0,0,0,1,1,0.0,1.0,0.0,1.0,0.0,1.0,,,3923970.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6315,6335,25000000,en,11.430964,2000-09-01,87.0,Short,,1,0,1,1,5,2000.0,9.0,1,1.0,-37667937.0,0,2.0,1,1,1,0,0,0,5,8,1,2,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,36800000.0,44065653.0,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
6316,6336,4000000,en,14.240357000000001,1939-12-15,238.0,Large,,1,0,1,1,11,1939.0,12.0,1,15.0,32322910.0,0,2.0,1,1,0,0,0,0,11,0,0,2,2,1,1,1.0,0.0,1.0,0.0,1.0,0.0,,,2736000.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5.0,3.0,4.0,8.0,3.0,4.0,2.0,7.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6317,6337,30000000,en,9.385769,2013-03-14,100.0,Medium,,1,0,1,1,2,2013.0,3.0,0,14.0,-7149862.0,0,3.0,1,1,0,0,0,0,2,16,7,24,4,38,8,0.0,0.0,0.0,1.0,1.0,1.0,297138014.0,351583407.0,144000000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.0,1.0,0.0,9.0,2.0,1.0,0.0,7.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
6318,6338,600000,en,0.958152,2001-04-21,105.0,Medium,,1,0,1,1,1,2001.0,4.0,0,21.0,-28405871.0,0,,1,1,0,0,0,0,1,1,0,2,0,1,0,0.0,1.0,0.0,1.0,0.0,1.0,,123509.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
6319,6339,0,en,15.921964,1986-11-07,110.0,Medium,,1,0,1,1,9,1986.0,11.0,0,7.0,31944703.0,0,1.0,1,1,0,0,0,0,9,10,3,3,1,1,1,0.0,1.0,1.0,1.0,0.0,0.0,470654000.0,,25754284.0,5,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3.0,6.0,1.0,5.0,2.0,1.0,1.0,4.0,11.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6320,6340,2000000,ru,1.456046,2012-12-27,90.0,Short,,0,0,1,0,0,2012.0,12.0,1,27.0,32322910.0,0,1.0,1,0,0,1,0,0,0,3,1,3,1,1,1,0.0,0.0,0.0,1.0,0.0,0.0,132900000.0,92180910.0,2294357.0,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6321,6341,30000,en,5.174738,2010-09-17,87.0,Short,,1,1,1,1,1,2010.0,9.0,1,17.0,-37667937.0,0,1.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6322,6342,0,en,7.6928149999999995,2012-07-25,104.0,Medium,,1,1,1,1,5,2012.0,7.0,0,25.0,40981593.0,0,1.0,1,1,1,0,0,0,5,13,8,7,6,11,9,0.0,1.0,0.0,1.0,0.0,1.0,174822325.0,91354215.0,250821495.0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3.0,2.0,2.0,4.0,3.0,4.0,1.0,14.0,8.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0,0.0,1.0
6323,6343,18000000,en,11.176797,2010-11-05,94.0,Medium,,1,0,1,1,20,2010.0,11.0,0,5.0,31944703.0,0,7.0,2,1,0,0,0,0,20,19,13,9,7,4,2,0.0,1.0,1.0,1.0,0.0,0.0,219076518.0,74608570.0,44352417.0,6,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.0,4.0,8.0,8.0,4.0,2.0,2.0,14.0,10.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
6324,6344,25000000,en,8.167672999999999,2016-11-23,127.0,Large,,1,1,1,0,6,2016.0,11.0,0,23.0,31944703.0,0,10.0,1,1,0,0,0,0,6,8,0,17,4,20,1,0.0,1.0,0.0,1.0,0.0,1.0,15504.0,356296601.0,788241776.0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4.0,6.0,1.0,12.0,2.0,6.0,1.0,7.0,12.0,4.0,3.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
6325,6345,0,en,3.2707599999999997,1993-04-02,87.0,Short,,1,0,1,1,3,1993.0,4.0,0,2.0,-28405871.0,0,2.0,1,1,0,0,0,0,3,6,1,9,4,8,4,0.0,0.0,1.0,1.0,1.0,0.0,49364621.0,215394738.0,57041866.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6326,6346,65000000,en,12.189941000000003,2016-08-10,102.0,Medium,,1,1,1,1,6,2016.0,8.0,1,10.0,-33273015.0,0,2.0,1,1,0,0,0,0,6,8,1,1,1,11,8,1.0,0.0,0.0,0.0,1.0,1.0,698491347.0,41296320.0,356296601.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.0,5.0,1.0,4.0,3.0,3.0,0.0,6.0,16.0,22.0,4.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
6327,6347,35000000,en,13.584489999999997,1994-12-22,102.0,Medium,,1,0,1,1,8,1994.0,12.0,1,22.0,32322910.0,0,2.0,2,1,0,0,0,1,8,10,5,7,5,1,1,0.0,0.0,1.0,1.0,1.0,0.0,137298489.0,25147055.0,,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,2.0,0.0,1.0,1.0,5.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6328,6348,0,en,10.392242999999999,1993-04-07,101.0,Medium,,1,0,1,1,8,1993.0,4.0,0,7.0,-28405871.0,0,2.0,1,1,1,0,0,0,8,0,0,0,0,16,7,0.0,0.0,0.0,1.0,1.0,1.0,,,288752301.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,6.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6329,6349,19000000,en,7.712308999999999,2007-04-20,80.0,Short,,1,0,1,1,12,2007.0,4.0,0,20.0,-28405871.0,0,2.0,1,1,0,0,0,0,12,8,5,15,9,10,3,1.0,0.0,0.0,0.0,1.0,1.0,300257475.0,124914842.0,180622424.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0,3.0,0.0,2.0,2.0,2.0,0.0,5.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
6330,6350,0,en,4.296441000000001,2012-04-24,87.0,Short,,1,1,1,1,1,2012.0,4.0,0,24.0,-28405871.0,0,2.0,1,1,0,0,0,0,1,3,3,3,3,23,2,1.0,0.0,0.0,0.0,1.0,1.0,147780440.0,208076205.0,227799884.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1.0,0.0,1.0,1.0,2.0,0.0,5.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0
6331,6351,70000000,en,11.483493,1997-09-12,136.0,Large,,1,0,1,1,13,1997.0,9.0,1,12.0,-37667937.0,0,4.0,1,1,0,0,0,0,13,12,7,0,0,5,5,0.0,0.0,0.0,1.0,0.0,1.0,223664608.0,,49627779.0,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0
6332,6352,35000000,en,12.806633999999997,2001-01-09,123.0,Large,,1,1,1,0,7,2001.0,1.0,0,9.0,-50746591.0,1,5.0,1,1,0,0,0,0,7,11,2,3,3,7,2,0.0,0.0,1.0,1.0,1.0,0.0,243240178.0,100230832.0,218613188.0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,7.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6333,6353,0,fr,3.4068199999999997,2010-12-13,70.0,Short,,0,0,1,1,4,2010.0,12.0,1,13.0,32322910.0,0,3.0,4,0,1,0,0,0,4,2,0,0,0,1,0,1.0,0.0,0.0,0.0,1.0,1.0,,,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6334,6354,0,en,0.825362,1985-03-01,96.0,Medium,,1,0,1,0,0,1985.0,3.0,0,1.0,-7149862.0,0,,1,1,0,0,0,0,0,3,2,1,0,8,2,0.0,1.0,0.0,1.0,0.0,1.0,190458706.0,15014674.0,70600000.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6335,6355,0,en,0.063568,2013-09-19,75.0,Short,,1,0,1,0,0,2013.0,9.0,1,19.0,-37667937.0,0,2.0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6336,6356,0,en,7.194364,1978-01-01,86.0,Short,,1,0,1,1,10,1978.0,1.0,0,1.0,-50746591.0,0,1.0,1,1,0,0,0,0,10,0,0,0,0,8,3,0.0,0.0,0.0,1.0,1.0,1.0,,,102308889.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6337,6357,5000000,en,0.303062,1981-04-04,144.0,Large,,1,0,1,1,12,1981.0,4.0,0,4.0,-28405871.0,0,,0,1,0,0,0,0,12,2,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,9000000.0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6338,6358,250000,en,5.130276,2009-01-18,91.0,Short,,1,1,1,0,10,2009.0,1.0,0,18.0,-50746591.0,0,1.0,1,1,0,0,0,0,10,9,6,10,5,12,2,0.0,0.0,0.0,1.0,1.0,1.0,170268750.0,141407024.0,73648228.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6339,6359,0,en,4.67546,1983-03-04,97.0,Medium,,1,1,1,1,3,1983.0,3.0,0,4.0,-7149862.0,0,2.0,1,1,0,0,0,0,3,0,0,2,2,3,2,1.0,0.0,0.0,0.0,0.0,1.0,,22471595.0,8200000.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6340,6360,0,ja,4.958929,2009-12-12,114.0,Medium,,0,0,1,0,2,2009.0,12.0,1,12.0,32322910.0,0,2.0,1,0,0,0,0,1,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,,,,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6341,6361,60000000,en,16.639915,2009-02-05,100.0,Medium,,1,1,1,1,9,2009.0,2.0,0,5.0,-15309317.0,0,2.0,1,1,0,0,0,0,9,9,3,5,0,3,1,1.0,1.0,1.0,0.0,0.0,0.0,180622424.0,333011068.0,100000000.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10.0,1.0,5.0,0.0,3.0,2.0,0.0,7.0,1.0,44.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6342,6362,0,fr,5.88082,2015-10-21,130.0,Large,,0,0,1,0,1,2015.0,10.0,1,21.0,-28659422.0,0,14.0,1,0,1,0,0,0,1,0,0,16,6,1,1,,0.0,1.0,,1.0,0.0,,327803731.0,20374201.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,7.0,0.0,3.0,2.0,2.0,0.0,3.0,4.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
6343,6363,0,es,7.110912,1996-04-11,125.0,Large,,0,0,1,1,17,1996.0,4.0,0,11.0,-28405871.0,0,2.0,1,0,0,0,1,0,17,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,1.0,,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,10.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
6344,6364,0,fr,9.754955,2012-07-11,98.0,Medium,,0,0,1,0,5,2012.0,7.0,0,11.0,40981593.0,0,7.0,1,0,1,0,0,0,5,0,0,0,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6345,6365,70000000,en,8.923755,2012-06-14,116.0,Medium,,1,1,1,1,4,2012.0,6.0,0,14.0,74205073.0,0,3.0,1,1,0,0,0,0,4,22,6,29,7,1,0,0.0,1.0,1.0,1.0,0.0,0.0,237681299.0,170128460.0,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6346,6366,0,en,6.279082,1993-07-30,125.0,Large,,1,0,1,1,17,1993.0,7.0,0,30.0,40981593.0,0,2.0,1,1,0,0,0,1,17,23,5,5,5,11,6,0.0,0.0,0.0,1.0,1.0,1.0,474171806.0,49797148.0,116700000.0,5,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,4.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6347,6367,1500000,en,6.357558999999999,1984-02-20,92.0,Short,,1,0,1,1,20,1984.0,2.0,0,20.0,-15309317.0,0,1.0,1,1,0,0,0,0,20,12,4,2,2,4,2,0.0,0.0,0.0,1.0,1.0,1.0,104931801.0,33697647.0,,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,3.0,1.0,1.0,1.0,3.0,1.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
6348,6368,15000000,en,8.000867,2013-10-22,92.0,Short,,1,0,1,1,1,2013.0,10.0,1,22.0,-28659422.0,0,3.0,1,1,0,0,0,0,1,12,2,2,2,1,0,0.0,0.0,1.0,1.0,1.0,0.0,72778712.0,93617009.0,,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6349,6369,0,en,12.797172,2013-08-28,96.0,Medium,,1,1,1,1,4,2013.0,8.0,1,28.0,-33273015.0,0,2.0,2,1,0,0,0,0,4,13,5,8,5,23,9,0.0,1.0,0.0,1.0,0.0,1.0,1725381.0,154026136.0,284139100.0,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6350,6370,90000000,en,6.229629,1998-11-25,92.0,Short,,1,0,1,1,10,1998.0,11.0,0,25.0,31944703.0,0,1.0,1,1,0,0,0,0,10,11,6,1,1,4,0,0.0,1.0,0.0,1.0,0.0,0.0,254134910.0,209935.0,37799643.0,6,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,4.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
6351,6371,7000000,te,0.795228,2012-05-11,136.0,Large,,0,0,1,1,1,2012.0,5.0,0,11.0,21757736.0,0,,1,0,0,0,0,0,1,0,0,2,1,0,0,0.0,1.0,0.0,1.0,0.0,1.0,,4900000.0,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6352,6372,20000000,en,10.420849,2008-01-01,98.0,Medium,,1,0,1,1,16,2008.0,1.0,0,1.0,-50746591.0,0,4.0,3,1,0,0,0,0,16,2,1,1,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,,23937870.0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,6.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
6353,6373,4000000,en,4.69699,2015-06-03,97.0,Medium,,1,0,1,1,5,2015.0,6.0,0,3.0,74205073.0,0,1.0,1,1,0,0,0,0,5,28,1,14,5,13,1,0.0,0.0,1.0,1.0,1.0,0.0,311312624.0,250821495.0,631442092.0,6,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,18.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6354,6374,12000000,en,2.5922959999999997,1983-11-18,132.0,Large,,1,0,1,0,6,1983.0,11.0,0,18.0,31944703.0,0,3.0,2,1,0,0,0,0,6,4,1,0,0,2,0,0.0,0.0,1.0,0.0,1.0,0.0,161000000.0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6355,6375,90000000,en,3.3949279999999997,2010-11-24,110.0,Medium,,1,1,1,0,0,2010.0,11.0,0,24.0,31944703.0,0,4.0,2,1,0,0,0,0,0,5,2,14,2,33,8,1.0,0.0,0.0,0.0,1.0,1.0,164433867.0,788241776.0,836297228.0,5,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6356,6376,3000000,en,7.124652,1996-09-11,117.0,Medium,,1,0,1,0,3,1996.0,9.0,1,11.0,-37667937.0,0,2.0,5,1,0,0,0,0,3,0,0,0,0,1,1,1.0,1.0,0.0,0.0,0.0,1.0,,,10017322.0,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
6357,6377,1500000,en,8.128105999999999,2001-01-19,98.0,Medium,,1,0,1,0,9,2001.0,1.0,0,19.0,-50746591.0,0,2.0,1,1,0,0,0,0,9,1,1,3,2,4,1,0.0,1.0,1.0,1.0,0.0,0.0,,2189047.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,2.0,3.0,2.0,1.0,2.0,0.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
6358,6378,3000000,hi,0.32866799999999996,2009-05-15,141.0,Large,,0,1,1,0,1,2009.0,5.0,0,15.0,21757736.0,0,1.0,1,0,0,0,0,0,1,0,0,4,4,1,1,0.0,0.0,1.0,1.0,1.0,0.0,,,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,3.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6359,6379,80000000,en,16.211937,2009-09-24,89.0,Short,,1,1,1,1,2,2009.0,9.0,1,24.0,-37667937.0,0,4.0,1,1,1,0,0,0,2,39,10,8,5,4,3,0.0,1.0,1.0,1.0,0.0,0.0,296000000.0,97837138.0,431971116.0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,4.0,1.0,2.0,3.0,1.0,2.0,0.0,6.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
6360,6380,6000000,en,6.0872,2003-11-14,94.0,Medium,,1,0,1,0,0,2003.0,11.0,0,14.0,31944703.0,0,3.0,2,1,1,0,0,0,0,3,2,5,4,5,4,0.0,0.0,1.0,1.0,1.0,0.0,649398328.0,18591272.0,11540607.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6361,6381,74000000,en,547.4882980000001,2015-06-17,91.0,Short,,1,1,1,1,6,2015.0,6.0,0,17.0,74205073.0,0,2.0,1,1,0,0,0,0,6,23,2,12,6,22,4,1.0,0.0,0.0,0.0,1.0,1.0,716392705.0,177238796.0,461983149.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,3.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
